1,07,10,12,17,23,28,34,03,15
2,20,24,29,31,33,34,35,12,32
3,02,07,08,11,14,23,31,05,15
4,12,13,22,23,24,28,29,02,14
5,01,03,04,05,16,21,28,22,31
6,05,15,19,23,30,34,35,06,25
7,01,03,05,07,27,29,33,06,15
8,02,21,28,29,30,32,36,06,08
9,03,04,15,23,27,30,36,13,35
10,01,02,03,06,24,28,30,16,20
11,09,15,26,29,32,34,36,14,35
12,11,12,14,19,26,27,33,24,32
13,06,10,16,21,27,28,35,15,34
14,04,07,08,09,24,28,30,34,36
15,02,10,14,17,23,25,35,08,29
16,05,06,09,13,16,21,23,08,34
17,02,03,05,22,34,36,37,07,15
18,12,17,21,24,29,31,36,20,26
19,02,14,19,20,21,22,31,01,15
20,02,05,13,20,21,23,28,11,22
21,01,09,13,15,25,30,33,19,28
22,02,04,08,09,15,23,25,03,10
23,04,08,11,25,28,29,30,14,32
24,04,05,08,10,16,19,33,02,29
25,01,06,11,16,17,18,21,10,24
26,11,13,16,18,26,31,36,21,27
27,01,10,11,14,17,18,28,25,26
28,06,07,12,15,19,35,37,01,11
29,02,03,16,17,24,26,28,15,31
30,06,08,13,22,26,32,36,16,34
31,09,12,13,19,23,33,34,20,32
32,03,08,15,18,27,29,37,31,34
33,01,04,17,24,29,33,36,19,30
34,04,06,07,23,24,32,35,08,27
35,01,16,18,19,25,30,34,26,36
36,05,06,10,11,20,28,36,25,37
37,07,08,10,13,14,19,37,29,33
38,04,14,19,22,24,29,34,08,31
39,07,13,19,23,25,26,30,01,18
40,02,06,11,23,26,31,34,07,20
41,02,03,08,15,34,35,36,25,28
42,02,15,16,17,23,31,33,08,26
43,04,06,07,08,24,31,37,05,13
44,03,04,06,15,27,28,29,01,14
45,01,02,09,18,21,27,33,25,31
46,02,05,06,15,23,27,30,04,35
47,02,09,11,14,20,21,36,06,15
48,03,05,24,26,29,30,34,08,35
49,08,11,12,17,24,26,27,14,21
50,03,04,07,08,15,24,29,11,16
51,01,04,05,08,20,23,35,15,33
52,08,10,22,24,26,32,34,05,09
53,01,04,14,16,20,33,36,12,30
54,01,03,05,10,18,22,23,07,35
55,04,12,14,17,23,30,36,13,33
56,04,23,26,27,28,32,36,29,30
57,05,06,12,16,17,20,33,08,32
58,01,06,07,08,23,32,33,11,34
59,05,08,12,13,21,30,35,27,34
60,03,07,09,15,16,23,34,05,33
61,05,10,11,21,28,31,37,13,14
62,04,10,12,15,27,32,33,09,16
63,04,08,19,24,28,30,32,12,37
64,04,15,16,17,20,29,36,19,26
65,04,07,12,22,23,24,28,25,34
66,01,11,25,28,31,33,37,03,20
67,07,11,15,17,18,25,35,06,33
68,02,07,13,15,24,34,35,12,23
69,13,17,20,22,28,29,37,11,12
70,09,10,18,21,27,33,35,04,11
71,01,06,13,29,34,35,37,02,15
72,11,12,18,19,20,31,32,09,21
73,12,16,23,25,27,30,32,28,33
74,05,13,14,15,16,24,31,09,11
75,04,09,15,17,19,35,37,10,20
76,04,13,18,29,32,34,36,24,33
77,03,10,23,25,26,28,30,15,29
78,05,06,10,14,24,28,36,07,20
79,02,04,07,09,21,29,37,06,36
80,02,05,10,18,21,24,27,25,34
81,01,03,10,18,28,31,35,09,21
82,01,03,16,20,25,27,34,18,37
83,01,11,21,26,28,32,35,18,22
84,08,16,23,28,29,35,36,12,37
85,06,07,10,11,22,26,35,14,23
86,03,10,20,21,22,26,30,24,35
87,08,09,12,18,20,28,31,13,15
88,03,04,10,14,25,29,30,18,19
89,01,03,11,26,28,34,36,17,20
90,02,08,09,13,14,18,37,11,25
91,01,05,07,14,15,25,35,18,24
92,04,05,15,25,26,29,32,11,27
93,02,05,11,14,17,30,32,31,37
94,13,19,20,27,28,29,30,26,36
95,01,08,13,14,18,30,34,26,36
96,09,11,14,21,22,23,24,10,36
97,07,13,14,16,22,24,35,01,29
98,03,09,11,13,19,25,33,10,30
99,13,17,22,24,27,28,35,11,19
100,01,02,11,16,25,35,36,09,14
101,11,12,21,23,28,36,37,03,16
102,01,04,08,27,28,29,31,13,25
103,02,03,11,12,22,35,36,30,34
104,07,09,11,15,16,22,37,12,13
105,03,15,19,20,26,28,33,17,21
106,06,10,12,19,21,22,30,01,11
107,03,08,09,13,17,27,33,29,31
108,02,06,07,08,28,30,36,18,21
109,06,17,20,21,24,30,32,07,23
110,04,12,22,30,31,35,36,19,37
111,07,08,09,24,28,30,33,01,34
112,06,07,10,15,27,35,36,13,20
113,04,06,07,09,15,17,37,14,20
114,08,13,26,27,28,29,37,04,12
115,06,08,13,14,20,25,27,24,26
116,09,14,23,27,28,31,32,03,20
117,09,10,20,28,31,34,37,23,26
118,05,08,09,24,27,28,30,16,20
119,03,06,08,14,15,25,36,24,35
120,02,16,18,26,32,35,37,09,36
121,02,04,13,16,21,30,37,19,29
122,02,16,18,26,27,34,35,05,12
123,01,03,05,08,29,34,36,23,28
124,01,02,15,17,18,22,36,06,27
125,01,06,11,14,19,28,35,18,21
126,04,10,13,16,17,21,27,01,18
127,10,12,15,23,28,30,35,06,25
128,02,04,08,23,26,27,32,03,35
129,05,07,11,19,24,27,30,29,35
130,01,15,20,23,25,31,32,05,24
131,03,04,12,17,32,34,36,23,31
132,07,10,14,16,20,30,31,35,37
133,03,07,13,15,17,21,30,14,27
134,04,09,20,28,30,34,35,12,29
135,08,09,13,14,24,32,34,03,04
136,10,17,24,27,30,33,37,18,31
137,13,19,21,25,27,32,35,16,20
138,02,05,17,20,21,32,33,30,35
139,09,16,18,21,23,34,35,04,36
140,03,11,12,13,17,26,35,01,33
141,02,10,18,30,31,32,36,21,29
142,06,12,14,18,21,27,28,01,33
143,01,03,08,14,28,29,33,04,31
144,02,09,13,18,22,32,36,17,26
145,10,12,18,28,29,30,35,04,19
146,04,10,25,27,28,33,34,15,35
147,01,05,07,12,15,24,25,08,14
148,01,09,11,16,20,30,34,12,33
149,01,04,15,19,22,23,31,12,32
150,06,07,14,20,27,31,34,11,24
151,09,10,13,15,21,22,24,04,08
152,08,12,17,21,23,24,31,06,07
153,07,09,10,16,20,28,37,02,33
154,02,04,19,21,24,28,35,03,13
155,02,09,13,18,22,24,26,10,37
156,04,09,16,19,22,33,34,17,36
157,05,09,16,26,28,29,32,01,37
158,03,06,07,30,32,36,37,05,20
159,10,14,17,21,23,27,31,16,24
160,01,02,08,24,32,36,37,23,33
161,08,14,17,18,20,22,34,04,30
162,02,07,08,12,14,23,27,06,10
163,01,02,06,16,28,30,31,03,07
164,03,13,20,23,31,35,36,02,11
165,09,11,14,15,16,18,27,06,20
166,14,20,27,29,30,31,37,23,34
167,01,03,05,07,10,26,36,19,37
168,03,09,12,14,19,20,36,02,05
169,01,05,10,20,21,28,30,25,26
170,03,05,06,09,27,32,36,12,24
171,01,02,06,21,23,27,28,11,16
172,05,20,21,27,30,31,36,09,26
173,07,09,19,22,24,27,30,04,28
174,10,13,14,15,23,31,32,04,29
175,06,17,21,31,33,35,37,14,18
176,01,11,12,17,22,30,35,15,16
177,09,15,19,23,25,34,36,02,35
178,06,09,11,15,26,34,36,13,37
179,04,09,12,13,22,26,36,05,33
180,01,08,11,21,23,25,28,05,37
181,07,08,10,13,19,23,24,15,27
182,01,07,10,11,20,23,30,03,37
183,06,15,20,26,33,34,37,19,29
184,07,14,18,22,23,26,34,02,32
185,01,02,04,16,26,29,34,11,12
186,05,14,16,19,31,33,37,21,28
187,04,06,10,23,24,32,36,15,31
188,06,15,19,25,26,30,31,14,18
189,03,07,08,10,18,23,35,01,19
190,02,11,12,18,21,33,36,08,34
191,08,15,21,24,26,27,29,07,30
192,12,13,14,19,25,33,34,03,22
193,04,06,20,21,22,24,31,09,10
194,03,06,27,30,31,32,36,14,23
195,04,07,12,20,23,24,31,26,35
196,07,13,15,25,30,32,37,08,14
197,06,08,10,12,16,21,28,14,23
198,18,21,31,32,33,36,37,05,25
199,01,09,17,20,22,28,29,13,16
200,13,14,17,21,27,28,34,01,11
201,08,11,17,24,28,31,32,12,34
202,03,07,11,16,22,34,37,29,32
203,06,13,17,22,32,33,36,12,28
204,05,19,20,21,30,34,36,07,12
205,04,05,19,31,35,36,37,27,32
206,01,06,07,11,27,35,36,22,26
207,04,05,10,13,28,32,33,19,26
208,04,13,16,18,22,26,33,27,29
209,03,04,06,13,22,31,36,28,34
210,02,04,06,11,15,19,36,23,34
211,07,15,22,25,31,32,35,29,36
212,04,06,10,19,20,24,29,01,27
213,05,13,15,18,19,24,35,20,23
214,02,06,09,12,31,36,37,03,22
215,11,12,13,21,29,36,37,07,09
216,09,14,22,24,25,36,37,08,28
217,04,06,26,27,28,35,36,24,34
218,15,16,17,21,26,29,30,10,34
219,06,09,13,14,21,25,31,02,04
220,07,09,11,18,25,28,35,20,27
221,01,02,09,11,17,30,35,13,36
222,03,09,18,21,23,27,29,35,37
223,10,13,19,21,26,33,34,24,25
224,02,04,07,10,12,29,34,01,21
225,13,15,17,18,20,21,26,25,29
226,12,17,21,24,26,30,32,10,22
227,02,03,07,09,22,23,26,29,30
228,06,11,14,21,24,28,31,22,36
229,02,03,09,30,33,36,37,01,32
230,03,05,08,15,22,25,27,18,31
231,04,15,18,24,25,34,36,10,26
232,02,04,07,09,15,35,37,10,23
233,03,13,17,25,26,27,29,08,37
234,07,14,15,16,23,25,30,05,34
235,02,09,13,18,21,33,34,03,11
236,19,22,23,34,35,36,37,10,30
237,03,04,07,19,20,21,29,08,33
238,03,21,26,33,34,35,37,23,31
239,08,13,17,21,23,28,37,01,14
240,09,12,14,24,29,31,35,05,30
241,05,11,12,19,21,26,28,04,20
242,01,05,13,17,31,32,35,19,24
243,06,09,13,18,20,22,30,11,14
244,02,09,17,22,32,34,36,11,12
245,02,08,09,11,24,26,27,07,36
246,03,06,09,19,23,25,31,21,36
247,10,12,13,16,34,35,36,11,37
248,01,05,06,22,25,27,31,12,18
249,09,20,28,29,31,34,37,05,25
250,05,09,10,13,26,30,34,18,23
251,01,15,20,26,28,34,37,23,30
252,08,23,24,25,27,30,31,11,17
253,06,07,09,12,15,17,24,26,29
254,01,12,14,18,23,24,31,07,26
255,01,04,11,13,15,21,32,05,10
256,14,21,24,27,30,33,37,19,20
257,05,15,16,26,27,32,35,23,28
258,01,03,11,20,23,32,35,25,26
259,05,06,15,19,22,29,32,04,31
260,04,08,12,23,29,31,34,05,06
261,04,14,15,17,21,23,26,07,08
262,02,06,07,09,19,23,36,05,15
263,01,05,11,16,27,35,36,06,14
264,08,13,15,17,21,26,29,04,24
265,12,13,15,19,21,24,36,10,37
266,06,11,15,17,20,27,32,16,22
267,08,13,18,20,23,25,26,06,28
268,04,05,09,15,29,31,33,26,27
269,01,09,15,24,31,33,36,02,26
270,01,02,11,13,15,24,25,26,28
271,01,09,15,16,19,32,35,14,31
272,02,05,08,15,18,26,31,19,25
273,13,15,21,23,26,32,34,05,09
274,09,14,21,23,25,26,37,07,29
275,08,09,15,19,24,25,35,34,37
276,03,06,12,17,22,34,35,02,33
277,06,07,09,11,21,23,25,01,22
278,06,09,14,21,23,33,36,27,28
279,07,11,15,17,19,23,31,09,37
280,04,09,10,11,24,32,35,02,37
281,01,02,17,19,20,22,26,30,36
282,10,17,18,25,29,35,36,07,14
283,13,14,15,17,23,29,31,10,19
284,06,07,10,25,29,30,33,01,31
285,11,15,21,26,30,34,35,04,36
286,04,05,14,17,18,29,37,27,31
287,02,07,10,20,24,29,34,04,08
288,01,08,09,16,27,32,37,17,31
289,02,07,10,12,16,17,34,23,25
290,03,13,22,26,31,32,37,29,35
291,01,11,18,19,21,29,37,05,15
292,12,15,25,26,27,29,35,24,30
293,11,13,15,20,27,29,35,01,07
294,03,04,06,10,14,22,29,28,32
295,04,05,06,08,09,22,32,13,26
296,01,08,10,12,18,28,29,25,27
297,02,03,11,16,23,28,36,08,24
298,01,03,08,11,18,19,22,26,30
299,01,06,10,13,16,26,36,28,30
300,04,07,21,31,33,34,35,06,12
301,04,11,12,25,27,30,33,05,19
302,08,16,26,27,28,32,34,04,25
303,04,07,14,17,21,34,37,10,30
304,07,09,10,17,28,33,36,18,23
305,06,17,23,24,27,28,31,10,18
306,12,13,15,22,25,33,35,01,31
307,05,08,15,24,25,32,35,20,26
308,05,06,11,15,20,32,33,13,25
309,01,07,13,14,16,21,22,18,34
310,17,25,26,28,31,32,37,06,09
311,09,11,18,24,26,27,37,30,33
312,01,02,04,18,20,29,34,17,30
313,09,13,16,23,28,29,30,01,20
314,03,06,08,19,32,34,35,12,30
315,03,11,18,26,30,33,37,28,31
316,03,09,10,17,30,33,34,06,08
317,07,08,14,15,16,20,29,18,19
318,04,05,10,12,27,34,36,03,14
319,02,06,14,23,28,31,35,19,27
320,05,06,18,22,26,33,34,36,37
321,15,24,27,28,29,34,35,09,25
322,01,10,11,21,26,29,30,14,20
323,11,14,15,21,26,34,36,23,27
324,09,13,16,17,18,19,20,30,36
325,04,14,17,18,21,31,33,06,20
326,01,02,17,18,24,27,29,12,32
327,01,03,13,14,16,30,31,02,17
328,03,09,10,14,19,24,30,18,21
329,03,10,19,20,26,28,30,15,25
330,03,04,10,12,17,18,20,19,32
331,05,07,11,12,15,18,20,19,30
332,05,07,10,15,24,27,30,03,33
333,01,04,10,11,16,24,34,30,32
334,03,07,15,16,30,34,35,08,29
335,09,10,17,18,22,25,35,13,14
336,09,10,13,21,25,31,33,24,37
337,05,07,10,12,14,24,35,11,33
338,07,09,16,17,23,27,34,15,36
339,11,15,18,20,23,25,32,09,37
340,06,14,17,26,27,30,36,12,28
341,04,11,17,27,29,31,36,19,24
342,03,06,24,28,32,35,36,04,08
343,17,19,22,29,30,31,32,11,16
344,11,19,28,29,31,32,37,12,21
345,06,09,10,18,28,31,32,24,35
346,11,16,18,23,30,31,35,03,27
347,03,06,11,13,18,20,34,25,35
348,02,05,17,18,19,20,33,01,24
349,04,10,11,15,18,22,34,16,32
350,10,19,21,23,24,30,37,02,28
351,08,13,17,19,23,25,28,05,16
352,03,04,14,18,26,30,32,28,34
353,11,15,22,23,24,29,33,19,34
354,01,02,08,10,13,25,31,23,35
355,04,06,09,10,23,27,33,14,31
356,04,16,20,30,33,34,36,19,21
357,05,08,12,13,14,24,30,27,35
358,05,13,14,26,32,33,34,08,11
359,04,07,11,17,19,26,35,01,24
360,09,11,13,14,20,22,37,15,17
361,05,09,16,20,29,33,35,02,08
362,04,07,08,14,22,24,27,13,26
363,13,15,17,22,26,34,36,03,19
364,03,09,10,14,16,20,27,19,33
365,01,04,13,14,16,22,35,10,23
366,10,24,25,26,27,33,36,04,23
367,08,14,19,20,29,30,31,07,35
368,07,08,09,13,21,34,35,03,20
369,01,07,09,11,15,31,34,06,33
370,07,10,16,25,26,33,34,24,35
371,01,03,04,08,11,21,25,12,23
372,06,08,22,23,32,33,36,09,27
373,02,03,17,18,22,23,31,04,30
374,04,05,09,10,18,27,35,15,34
375,13,15,18,19,23,27,32,34,35
376,06,11,14,17,23,31,37,10,15
377,06,07,10,17,25,33,36,27,32
378,01,05,09,10,14,15,29,20,28
379,03,08,15,22,24,29,35,18,26
380,08,14,24,25,32,34,36,13,16
381,04,08,25,26,27,31,32,09,22
382,02,03,05,08,19,22,37,16,28
383,08,11,15,22,26,28,30,10,20
384,03,07,15,18,26,30,31,09,33
385,04,12,14,24,29,34,35,05,15
386,09,19,22,32,35,36,37,07,21
387,03,07,13,22,30,32,37,14,15
388,01,06,08,10,18,21,32,13,28
389,01,06,11,13,18,24,27,17,23
390,03,06,19,21,23,26,27,30,34
391,10,23,27,32,33,35,37,24,26
392,01,04,06,15,20,22,26,18,21
393,07,14,15,22,27,30,31,09,32
394,06,10,22,23,27,32,33,08,19
395,01,02,05,20,26,29,32,08,09
396,02,03,05,08,16,20,34,26,31
397,04,12,13,15,21,28,37,07,20
398,03,04,10,17,20,22,33,01,06
399,07,15,19,20,21,33,36,04,10
400,04,17,22,28,30,31,35,25,34
401,04,05,09,14,18,30,35,01,33
402,07,09,12,17,20,26,29,04,13
403,02,06,08,12,19,20,29,05,26
404,04,08,13,16,25,30,32,09,26
405,03,10,16,17,24,32,36,11,29
406,01,02,05,16,18,21,29,24,25
407,19,21,25,26,28,30,31,09,16
408,16,18,19,21,29,30,35,14,28
409,13,15,16,24,30,31,37,12,33
410,01,02,18,21,26,29,37,09,36
411,04,11,12,21,23,27,36,09,14
412,14,20,22,29,31,33,34,15,24
413,03,10,16,18,19,34,35,27,36
414,03,08,16,21,25,36,37,14,20
415,04,08,12,13,23,32,37,16,35
416,08,09,10,15,16,30,31,29,36
417,04,05,13,18,23,27,32,09,11
418,10,13,17,18,22,28,37,01,20
419,03,11,14,21,26,29,34,22,33
420,04,05,11,13,24,32,34,02,03
421,09,15,18,26,28,32,37,21,36
422,01,09,21,23,30,35,36,05,06
423,01,07,09,11,29,31,32,02,06
424,05,06,12,19,25,30,35,26,33
425,02,09,14,20,22,34,35,07,24
426,01,02,06,08,30,31,33,13,35
427,11,13,26,27,31,33,37,09,18
428,03,06,16,22,31,34,35,24,32
429,06,11,14,27,30,32,35,18,24
430,02,12,17,24,28,30,32,03,27
431,07,11,12,17,19,20,26,02,03
432,05,10,13,24,29,30,35,21,31
433,14,17,20,25,32,33,36,10,34
434,10,11,12,17,29,34,37,26,30
435,03,05,07,11,15,17,25,13,32
436,05,06,21,22,26,31,32,18,36
437,08,10,14,15,23,25,26,01,11
438,04,13,16,21,32,34,37,27,33
439,01,03,06,09,26,29,31,14,18
440,05,10,17,18,19,22,32,14,35
441,15,21,22,23,27,28,37,08,25
442,06,13,14,16,19,30,32,25,36
443,01,05,08,26,28,32,36,23,24
444,11,15,16,17,18,27,29,25,33
445,04,22,25,27,28,30,33,02,03
446,01,07,09,12,15,29,32,11,28
447,03,05,08,13,26,30,37,25,28
448,07,21,24,29,32,36,37,22,27
449,02,21,26,27,32,33,34,08,09
450,02,07,12,15,21,23,30,09,31
451,02,15,22,25,28,33,37,10,17
452,05,17,20,21,31,34,35,08,27
453,02,08,10,21,24,26,35,09,13
454,08,17,21,26,27,29,31,01,33
455,01,05,08,15,18,26,36,33,34
456,09,15,17,18,22,25,31,33,36
457,07,14,19,27,31,35,36,09,33
458,07,11,12,14,19,21,33,06,37
459,02,04,07,08,10,20,29,14,33
460,05,06,09,23,27,28,30,04,13
461,02,13,19,22,32,35,37,14,33
462,07,11,24,27,29,34,35,04,18
463,03,07,13,16,19,24,30,06,10
464,07,08,13,17,30,32,36,01,10
465,01,04,05,13,27,31,35,15,22
466,05,06,08,14,15,25,29,18,33
467,07,08,11,13,14,26,30,31,34
468,03,12,15,16,25,29,37,26,28
469,01,06,08,13,16,30,33,23,28
470,02,03,09,16,27,32,36,01,34
471,03,05,07,08,11,19,34,17,32
472,05,07,08,32,33,34,36,04,06
473,06,11,21,24,28,33,37,08,27
474,03,17,19,21,24,32,34,27,28
475,01,02,22,24,26,31,37,12,19
476,04,07,09,15,22,24,31,21,37
477,02,05,09,19,25,32,37,07,29
478,06,08,11,13,16,20,32,12,34
479,08,11,13,18,24,30,31,21,23
480,10,13,19,21,26,30,36,22,34
481,01,10,13,14,16,25,27,05,21
482,02,05,14,15,17,19,36,08,34
